cid,dayhours,price,living_measure,lot_measure,coast,sight,ceil_measure,yr_built,zipcode,lat,long,furnished
3172600031,20150327T000000,325000,1590,7936,0,0,1590,1956,98106,47.5201,-122.366,0
2896600020,20150325T000000,460000,1520,7700,0,0,820,1969,98034,47.7226,-122.219,0
7237500390,20141110T000000,1570000,6070,14731,0,0,6070,2004,98059,47.5306,-122.134,1
1115600130,20140930T000000,415000,2891,6499,0,0,2891,2014,98001,47.3359,-122.257,1
9187200275,20150420T000000,905000,2240,5000,0,0,1770,1900,98122,47.6027,-122.295,0
224069195,20140616T000000,759950,3100,23790,0,0,3100,2002,98075,47.5882,-122.011,1
2769600480,20150430T000000,600000,1270,5000,0,0,1270,1944,98107,47.6729,-122.363,0
301400240,20140922T000000,282900,1710,3500,0,0,1710,2014,98002,47.3448,-122.217,0
4058801065,20140808T000000,272000,1200,5700,0,0,1200,1942,98178,47.5031,-122.242,0
2524069072,20140626T000000,243800,1140,27760,0,0,1140,1981,98027,47.5372,-121.972,0
9297302031,20150423T000000,448000,1560,1345,0,0,1260,2009,98126,47.5637,-122.375,0
7981900110,20141003T000000,350000,2300,3175,0,0,1340,1966,98144,47.5732,-122.305,0
2420069604,20150330T000000,255000,1720,6200,0,0,1720,2014,98022,47.2137,-121.989,0
8961950250,20140915T000000,384000,3220,8160,0,0,3220,1999,98001,47.3154,-122.254,1
87000213,20140613T000000,129000,1150,30184,0,0,1150,1950,98055,47.4492,-122.2,0
240000058,20150408T000000,469000,3550,13938,0,0,2100,1966,98188,47.425,-122.283,0
3751600030,20140717T000000,100000,770,17334,0,0,770,1978,98001,47.2997,-122.269,0
7893207925,20141022T000000,265000,1290,7100,0,0,1290,1954,98198,47.4227,-122.332,0
8141310180,20141118T000000,277500,2620,4558,0,3,2620,2010,98022,47.1944,-121.974,0
5154700060,20141015T000000,1660000,3520,19200,1,4,1950,1951,98136,47.525,-122.393,1
5561400220,20140819T000000,592500,3370,35150,0,0,1770,1993,98027,47.461,-122.002,0
254000545,20141023T000000,385000,1620,5280,0,0,1620,1924,98146,47.5132,-122.384,0
3438501452,20140520T000000,329000,1600,6765,0,0,830,1947,98106,47.5469,-122.365,0
625049274,20150303T000000,720000,1590,5200,0,0,1320,1939,98103,47.6864,-122.341,0
9238900616,20140610T000000,680000,1760,8400,0,0,1460,1960,98136,47.5355,-122.39,0
2095600150,20141112T000000,260000,1790,4358,0,0,1790,1993,98031,47.3994,-122.204,0
3066200440,20140608T000000,684680,2370,9360,0,0,2370,1979,98052,47.6518,-122.123,0
1025079074,20141202T000000,510000,2350,266151,0,0,2350,1983,98014,47.6609,-121.892,0
3488300110,20140910T000000,374000,1140,5650,0,1,980,1920,98116,47.5634,-122.391,0
40000228,20141015T000000,221900,780,6727,0,0,780,1939,98168,47.4733,-122.281,0
4055700030,20150502T000000,1450000,3970,24920,0,2,3260,1977,98034,47.7183,-122.258,1
1455600030,20150108T000000,645000,2780,11583,0,3,1190,1955,98125,47.7293,-122.284,0
844000965,20140626T000000,224000,1500,11968,0,0,1500,2014,98010,47.3095,-122.002,0
5437400100,20150331T000000,675000,2370,9679,0,0,2370,1984,98027,47.5631,-122.085,0
3793500160,20150312T000000,323000,1890,6560,0,0,1890,2003,98038,47.3684,-122.031,0
5212000020,20150324T000000,630100,1910,11356,0,0,1160,1977,98033,47.6999,-122.2,0
1687900520,20140929T000000,673000,2590,8190,0,0,2590,1980,98006,47.5619,-122.125,0
6662410020,20150319T000000,471000,1640,10123,0,0,1340,1977,98011,47.7698,-122.167,0
3448000755,20140604T000000,399950,2080,5244,0,0,1190,1959,98125,47.7144,-122.293,0
3295900520,20141107T000000,429950,2320,4524,0,0,2320,2004,98059,47.4798,-122.136,0
125039021,20140924T000000,575000,1230,2726,0,0,880,1920,98117,47.6815,-122.359,0
205000410,20140915T000000,630000,2320,32772,0,0,2320,1992,98053,47.6304,-121.988,1
687600110,20141020T000000,778000,2260,33080,0,0,1690,1974,98005,47.6386,-122.183,1
4077800017,20140813T000000,775000,2740,6200,0,3,1820,1947,98125,47.7084,-122.277,0
662440020,20150226T000000,380000,2420,4981,0,0,2420,2009,98038,47.3785,-122.023,1
7225000215,20150407T000000,249500,900,4500,0,0,900,1951,98055,47.4881,-122.204,0
50300090,20140811T000000,398950,3000,10297,0,0,3000,2003,98042,47.3684,-122.073,0
2126059276,20141126T000000,612000,2330,10327,0,0,2330,1998,98034,47.7239,-122.164,1
8857640420,20141001T000000,294000,2190,3746,0,0,2190,2005,98038,47.3896,-122.034,0
7471900045,20150421T000000,287500,1760,7147,0,0,880,1936,98055,47.4799,-122.232,0
3321049112,20150222T000000,379900,3181,5831,0,0,3181,2014,98003,47.2716,-122.297,0
6895300050,20141002T000000,529900,3030,9430,0,0,2600,1961,98133,47.7515,-122.353,0
3768000030,20140714T000000,325000,1010,7171,0,0,1010,1967,98034,47.7317,-122.231,0
7888700030,20140825T000000,605000,2960,18600,0,0,2960,1979,98166,47.4358,-122.344,0
1140000050,20141126T000000,215000,1280,10016,0,0,1280,1975,98003,47.2823,-122.333,0
7899800730,20150324T000000,270000,1350,1189,0,0,1080,2007,98106,47.5218,-122.358,0
7334501250,20140909T000000,325000,1870,9825,0,0,1250,1994,98045,47.4639,-121.744,0
6979900370,20141114T000000,574000,3240,22795,0,0,3240,1998,98053,47.6329,-121.969,0
8133700020,20140702T000000,496000,900,9260,0,0,900,1946,98107,47.6695,-122.36,0
7752000065,20150106T000000,537000,1550,10050,0,0,1550,1957,98008,47.6345,-122.123,0
9528102865,20150226T000000,794500,3030,4120,0,0,1930,1913,98115,47.6771,-122.319,0
9297301505,20140509T000000,536500,2000,4000,0,0,1450,1926,98126,47.5659,-122.375,0
4037800020,20141008T000000,497500,2170,8610,0,0,1230,1959,98008,47.6111,-122.126,0
8691310420,20150424T000000,635000,2500,10215,0,0,2500,1998,98075,47.5912,-121.986,1
7802900504,20140625T000000,454000,1970,22144,0,0,1970,1970,98065,47.5234,-121.841,0
9161100730,20140701T000000,620000,2130,6325,0,0,1440,1948,98116,47.5683,-122.396,0
7199330390,20140624T000000,415000,1070,8000,0,0,1070,1977,98052,47.6978,-122.13,0
2436200200,20140701T000000,1110000,3350,4000,0,0,2510,1997,98105,47.6645,-122.291,0
7399200770,20141209T000000,417400,2680,12285,0,0,2680,1970,98055,47.4633,-122.196,0
1024069037,20140915T000000,525000,1600,16530,0,0,1600,1967,98075,47.5821,-122.016,0
3395070980,20150327T000000,461500,2820,3275,0,0,2230,2006,98118,47.5339,-122.284,0
7201800280,20140715T000000,409950,1320,6030,0,0,1320,1969,98052,47.6993,-122.13,0
2632000080,20140710T000000,242000,960,21850,0,0,960,1947,98032,47.4122,-122.267,0
7695470200,20141208T000000,600000,2680,43995,0,0,2680,1986,98077,47.7655,-122.086,1
326069026,20150121T000000,900000,3810,217800,0,0,3810,2003,98077,47.7696,-122.021,1
2489200070,20140720T000000,767500,2410,6000,0,4,2220,1916,98136,47.54,-122.382,1
2325039057,20140728T000000,469775,1530,7020,0,0,1030,1942,98199,47.6465,-122.395,0
1865820300,20150311T000000,205000,1120,8342,0,0,1120,1976,98042,47.3732,-122.116,0
8146100610,20141201T000000,672000,1220,8573,0,0,1220,1954,98004,47.6088,-122.193,0
7453000070,20140818T000000,275000,940,5000,0,0,940,1951,98126,47.5186,-122.374,0
6300500875,20140514T000000,385000,1620,4980,0,0,860,1947,98133,47.7025,-122.341,0
3622900200,20140627T000000,1200000,3650,13297,0,0,2750,1969,98040,47.5497,-122.228,1
5207200195,20140701T000000,691500,2600,7200,0,0,2600,1962,98115,47.6944,-122.274,0
5700000515,20141120T000000,690000,2230,5000,0,0,1510,1922,98144,47.5772,-122.292,0
3626039403,20140922T000000,360000,1340,1110,0,0,1040,1999,98117,47.698,-122.366,0
3972900735,20140814T000000,220000,1070,9331,0,0,1070,1956,98155,47.7633,-122.313,0
4077800029,20141027T000000,630000,1930,10210,0,2,1670,1941,98125,47.7078,-122.277,0
5259800440,20140926T000000,232000,1290,6604,0,0,1290,1984,98023,47.323,-122.349,0
3300700480,20140820T000000,330000,880,4000,0,0,780,1937,98117,47.6931,-122.379,0
6669150280,20150414T000000,320000,2130,9653,0,0,1500,1978,98031,47.4068,-122.175,0
3425069117,20140828T000000,1280000,6160,27490,0,0,4040,2007,98074,47.6094,-122.023,1
7708200600,20140718T000000,498000,2480,4136,0,0,2480,2009,98059,47.493,-122.147,0
3356403820,20141205T000000,115000,1000,16524,0,0,1000,1913,98001,47.2841,-122.255,0
2517101200,20140707T000000,300000,2090,5195,0,0,2090,2007,98031,47.3986,-122.166,0
1732801150,20140701T000000,2300000,3970,9778,0,2,3390,1928,98119,47.6312,-122.366,1
3176600105,20140813T000000,750000,2250,5301,0,0,1510,1975,98115,47.6741,-122.271,0
6362900172,20140923T000000,499950,1820,1991,0,0,1430,2014,98144,47.596,-122.298,0
4058801225,20141202T000000,350000,1820,6930,0,2,1320,1952,98178,47.5053,-122.242,0
8562740520,20140806T000000,855000,3420,5669,0,0,2620,2003,98027,47.5366,-122.067,1
8127700445,20140716T000000,699000,1670,5375,0,0,1270,1952,98199,47.6416,-122.397,0
2273600250,20140804T000000,500000,1570,8530,0,0,1190,1983,98033,47.6881,-122.184,0
3211000190,20141001T000000,310000,1490,9120,0,0,1490,1959,98059,47.4806,-122.163,0
8563080020,20141028T000000,740000,2960,9350,0,2,2960,1978,98008,47.6218,-122.094,1
7852180340,20140930T000000,430000,2360,6699,0,0,2360,2003,98065,47.5317,-121.853,0
3881900321,20140514T000000,339950,1050,5402,0,0,1050,1906,98144,47.5867,-122.311,0
5202500030,20150401T000000,514000,1610,9964,0,0,1080,1977,98052,47.6681,-122.143,0
6154900005,20140924T000000,665000,2420,7102,0,0,1670,1946,98177,47.7042,-122.371,0
9368700006,20150324T000000,375000,2230,7560,0,0,1230,1959,98178,47.5055,-122.26,0
7504000510,20150402T000000,750000,3330,12408,0,0,1740,1976,98074,47.6318,-122.058,1
3586501085,20140808T000000,630000,2290,26720,0,0,2290,1977,98177,47.7502,-122.374,0
9828701739,20140617T000000,465000,1430,1425,0,0,995,2006,98112,47.621,-122.298,0
2436200025,20141009T000000,580000,2180,4000,0,0,1380,1926,98105,47.6643,-122.29,0
620069061,20150507T000000,450000,2880,426452,0,3,2880,1979,98092,47.2485,-122.101,0
7575700015,20140710T000000,800000,2220,4000,0,0,1700,1914,98122,47.617,-122.291,0
6300000287,20140609T000000,410000,1410,5060,0,0,910,1956,98133,47.7073,-122.34,0
9528100899,20150428T000000,827000,1850,1330,0,0,1560,2004,98115,47.6831,-122.325,1
6746700565,20141023T000000,447000,850,2700,0,0,850,1924,98105,47.6684,-122.316,0
3384300160,20140916T000000,169950,1180,9832,0,0,1180,1970,98042,47.3845,-122.085,0
2464400280,20150504T000000,710000,2850,2910,0,2,1970,1905,98115,47.6855,-122.321,0
3574750020,20140625T000000,594000,2720,4613,0,0,2720,2005,98028,47.7352,-122.223,1
1442700360,20150320T000000,428000,2600,15000,0,0,2600,1978,98038,47.3719,-122.056,1
3574800810,20150403T000000,486000,2260,7336,0,0,2260,1977,98034,47.7297,-122.219,0
1099900120,20150126T000000,345000,2340,8414,0,0,1280,1993,98188,47.4685,-122.265,0
3463400330,20150416T000000,460000,2930,29136,0,0,2240,1990,98010,47.3102,-122.042,0
1075100050,20140916T000000,330000,1570,9136,0,0,1570,1953,98133,47.7688,-122.337,0
7855600820,20140904T000000,802000,2130,8734,0,2,2130,1961,98006,47.5672,-122.161,0
9201000480,20141112T000000,550000,1840,9401,0,0,1840,1971,98075,47.5847,-122.075,0
6192410280,20150102T000000,762500,3290,5880,0,0,2670,2005,98052,47.7067,-122.119,1
4083800345,20150427T000000,620000,1890,4300,0,0,1350,1918,98103,47.6649,-122.337,0
8813400245,20150227T000000,635000,1210,4400,0,0,1210,1930,98105,47.6621,-122.288,0
4279600010,20141230T000000,630000,2470,9328,0,0,2470,1982,98007,47.6025,-122.153,0
3526039074,20140625T000000,650000,1910,16532,0,0,1420,1940,98117,47.6952,-122.39,0
7465900060,20150205T000000,425000,1010,5864,0,0,1010,1915,98116,47.5733,-122.381,0
6392000625,20140712T000000,451000,900,6000,0,0,900,1944,98115,47.6855,-122.289,0
3624039102,20141025T000000,450000,1740,6800,0,0,1740,1949,98126,47.5314,-122.373,0
6021501420,20140825T000000,571000,1350,4000,0,0,1350,1930,98117,47.6885,-122.386,0
4136890560,20150430T000000,346300,2590,11018,0,0,2590,1998,98092,47.2634,-122.211,0
2558600100,20140827T000000,500000,2100,12620,0,0,2100,1972,98034,47.7239,-122.173,0
3629860160,20141028T000000,825000,3760,5260,0,0,3230,2002,98029,47.5489,-122.007,1
4046601010,20141023T000000,399950,2450,15001,0,0,1980,1989,98014,47.6957,-121.913,0
7852120120,20140620T000000,725000,3690,8837,0,0,3690,2001,98065,47.5402,-121.876,1
8594400370,20150205T000000,299900,1560,35026,0,0,1290,1985,98092,47.3023,-122.069,0
2771102158,20141021T000000,395000,1450,1263,0,0,1160,2007,98199,47.6508,-122.383,0
985001015,20140604T000000,135000,790,13062,0,0,790,1942,98168,47.4919,-122.311,0
8901000585,20150401T000000,525000,1600,7400,0,0,1210,1973,98125,47.7111,-122.309,0
4046601420,20141230T000000,340000,1570,14992,0,0,1570,2001,98014,47.6965,-121.922,0
7683800200,20150402T000000,275000,1270,32175,0,0,1270,1947,98003,47.3347,-122.304,0
3426049031,20140617T000000,870000,3010,4887,0,3,1940,1951,98115,47.6933,-122.272,1
452001890,20150415T000000,730000,1650,5000,0,0,1650,1900,98107,47.6743,-122.371,0
9828701745,20150123T000000,480000,710,4800,0,0,710,1950,98112,47.6212,-122.298,0
2769602135,20140813T000000,435000,1380,2500,0,0,750,1986,98107,47.6753,-122.363,0
629000605,20150227T000000,1400000,2910,10044,0,0,2910,1989,98004,47.5845,-122.199,1
8651600110,20150421T000000,939000,2240,9684,0,0,2240,1970,98040,47.5489,-122.225,1
2113700790,20150312T000000,435010,1270,4000,0,0,1120,1954,98106,47.5293,-122.354,0
1231000520,20141118T000000,607010,2180,4000,0,0,1700,2002,98118,47.5553,-122.269,0
7202270830,20140625T000000,608000,2690,4736,0,0,2690,2001,98053,47.6869,-122.036,0
1446401290,20141030T000000,214950,1400,6600,0,0,1280,1954,98168,47.4845,-122.331,0
7203101590,20150108T000000,305000,1290,3383,0,0,1290,2008,98053,47.6968,-122.025,0
8682291840,20150331T000000,408000,1200,3900,0,0,1200,2006,98053,47.72,-122.024,0
3329510850,20150306T000000,286950,2080,9846,0,0,1240,1984,98001,47.3338,-122.268,0
2624049165,20140513T000000,575000,1580,11750,0,0,1180,1951,98118,47.5368,-122.265,0
8074400150,20150401T000000,261500,1410,8174,0,0,1410,1958,98056,47.4969,-122.178,0
7129300595,20150506T000000,158000,1090,6090,0,0,940,1940,98118,47.5118,-122.259,0
1175001075,20140916T000000,957000,2370,3836,0,0,1750,1969,98107,47.6718,-122.394,1
112900110,20140903T000000,345000,1620,5992,0,0,1620,2001,98019,47.736,-121.965,0
6189200260,20150504T000000,617450,1580,14398,0,0,1080,1981,98005,47.6328,-122.174,0
2125059013,20150420T000000,1670000,4320,40816,0,0,4320,1997,98004,47.644,-122.185,1
9558041130,20140903T000000,345000,1870,3584,0,0,1870,2003,98058,47.4521,-122.121,0
5419800220,20140610T000000,250000,1590,7560,0,0,1130,1984,98031,47.4016,-122.18,0
3755500080,20140606T000000,510000,1320,14250,0,0,1320,1954,98033,47.7016,-122.199,0
4140090240,20141105T000000,520000,2590,9263,0,0,1440,1977,98028,47.7691,-122.262,0
7387500235,20140515T000000,340000,1960,8136,0,0,980,1948,98106,47.5208,-122.364,0
3630130010,20140714T000000,650000,1910,4363,0,0,1910,2006,98029,47.5482,-121.996,1
3438501700,20140827T000000,300000,1300,20812,0,0,1300,1927,98106,47.5435,-122.359,0
3668000070,20150105T000000,212000,1060,7875,0,0,1060,1986,98092,47.2761,-122.152,0
6623400090,20150421T000000,222000,1550,38449,0,0,1550,1947,98055,47.4315,-122.199,0
7224500375,20140715T000000,305000,1030,5350,0,0,1030,1924,98055,47.4905,-122.206,0
868000415,20140905T000000,643500,1650,7104,0,0,1650,1945,98177,47.7053,-122.374,0
7905200205,20141021T000000,410000,1230,7020,0,0,1090,1924,98116,47.5719,-122.39,0
1112000035,20150311T000000,420000,1000,5375,0,0,1000,1953,98118,47.5404,-122.268,0
7843500070,20141118T000000,308000,1960,12243,0,0,1960,1989,98042,47.3405,-122.058,0
8682230550,20140916T000000,428000,1350,4225,0,0,1350,2003,98053,47.7106,-122.03,0
6163900952,20141218T000000,357500,1630,9403,0,0,1630,1983,98155,47.757,-122.316,0
9510900630,20140617T000000,305000,2110,7665,0,0,1360,1973,98023,47.3082,-122.372,0
2768100510,20150402T000000,649000,1530,1442,0,0,1530,2015,98107,47.6692,-122.372,1
3760500516,20140724T000000,835000,3600,14720,0,2,1800,1960,98034,47.7022,-122.227,0
3524039060,20140601T000000,250000,750,4000,0,0,750,1918,98136,47.5243,-122.39,0
4331400190,20141112T000000,259950,1240,9500,0,0,1240,1955,98166,47.4756,-122.35,0
7634800070,20150116T000000,453000,1820,16300,0,0,1220,1955,98166,47.4582,-122.365,0
3574801350,20141120T000000,410000,1410,8088,0,0,1410,1987,98034,47.7303,-122.227,0
1087500040,20141014T000000,403000,1270,10790,0,0,1270,1956,98033,47.6647,-122.177,0
5104511530,20140919T000000,549900,3610,7555,0,0,3610,2003,98038,47.3534,-122.012,0
2207100740,20150106T000000,463000,1250,7700,0,0,1250,1955,98007,47.5974,-122.149,0
3754700420,20150401T000000,375000,1310,8400,0,0,1310,1972,98034,47.7253,-122.197,0
8078390150,20140626T000000,675750,2770,10274,0,0,2770,1989,98029,47.5748,-122.018,1
9269750220,20141223T000000,252000,2050,11313,0,0,1520,1987,98023,47.2837,-122.358,0
8118600025,20150331T000000,552500,1560,7980,0,0,1170,1939,98146,47.5093,-122.387,0
5145000190,20141103T000000,369950,1110,7603,0,0,1110,1967,98034,47.7262,-122.224,0
3982700088,20150402T000000,910000,2720,7250,0,0,2720,1990,98033,47.6894,-122.195,1
1862400132,20140916T000000,379000,930,5400,0,0,930,1952,98117,47.6971,-122.372,0
8121100255,20140507T000000,440000,1500,6180,0,0,1060,1947,98118,47.5689,-122.284,0
6154500030,20140626T000000,1080000,3990,5267,0,0,3990,2008,98006,47.5641,-122.124,1
1193000480,20140724T000000,784000,3540,7091,0,1,1970,1947,98199,47.6467,-122.394,0
1646500365,20141121T000000,579000,1800,4429,0,0,1800,1906,98103,47.6842,-122.357,0
6130500070,20141008T000000,378000,1650,2082,0,0,1650,2007,98133,47.7108,-122.332,0
3278612370,20140811T000000,349900,1580,2765,0,0,1580,2011,98126,47.5444,-122.369,0
4303200555,20140815T000000,265000,770,5160,0,0,770,1943,98106,47.5304,-122.356,0
1250202430,20140611T000000,799000,2210,6300,0,0,2210,1916,98144,47.5892,-122.29,0
321049193,20141017T000000,215000,1760,9282,0,0,1100,1947,98001,47.3413,-122.29,0
3013300510,20150506T000000,389950,820,4234,0,1,820,1951,98136,47.5294,-122.386,0
2123700100,20141202T000000,353000,2130,5000,0,0,1100,1978,98118,47.5271,-122.274,0
3782100035,20140813T000000,299000,960,8100,0,0,960,1955,98155,47.7763,-122.305,0
8807600340,20150325T000000,322000,1230,9660,0,0,1230,1968,98053,47.6829,-122.06,0
1446800995,20140805T000000,300000,2020,6628,0,0,1250,1963,98168,47.4934,-122.332,0
2823059055,20150329T000000,199000,1390,21262,0,0,1390,1958,98058,47.4454,-122.185,0
5135000050,20140801T000000,960000,2820,5934,0,3,1770,1952,98116,47.5706,-122.403,1
2123049502,20140623T000000,215000,1340,8505,0,0,1340,1931,98168,47.4727,-122.297,0
1930301015,20150428T000000,818000,2200,4800,0,2,1910,1943,98103,47.6551,-122.353,0
3331001115,20140728T000000,299000,1590,3121,0,0,1590,1994,98118,47.5515,-122.284,0
2206700215,20150422T000000,550000,2070,9822,0,0,2070,1955,98006,47.566,-122.14,0
8078100260,20140912T000000,340000,2360,7475,0,0,2360,1992,98031,47.4052,-122.17,0
7856700920,20140628T000000,699900,2190,11500,0,0,1430,1972,98006,47.5668,-122.147,0
5649300120,20150420T000000,597500,1890,35280,0,0,1510,1979,98052,47.7112,-122.099,1
567000660,20141204T000000,425000,1490,5300,0,0,1110,1977,98144,47.5949,-122.296,0
98000130,20150324T000000,1430000,4630,24054,0,3,4630,2005,98075,47.587,-121.966,1
8016250080,20140709T000000,245000,1610,7223,0,0,1610,1994,98030,47.3661,-122.173,0
2754700035,20141125T000000,925000,3420,4216,0,0,2520,2008,98115,47.6799,-122.304,1
2523039282,20141121T000000,250000,1420,21158,0,0,1420,1953,98166,47.4594,-122.359,0
6072400280,20140619T000000,619850,2270,9247,0,0,1500,1972,98006,47.5602,-122.176,0
4219400580,20140612T000000,1690000,3000,7500,0,0,3000,1937,98105,47.6571,-122.277,1
7579200715,20141205T000000,400000,1860,5750,0,0,1300,1918,98116,47.5586,-122.383,0
7312400030,20150130T000000,442000,1410,5000,0,2,940,1918,98126,47.5531,-122.379,0
7518503830,20140723T000000,551000,1470,5100,0,0,1470,1946,98117,47.6769,-122.381,0
9208900037,20140919T000000,6890000,9890,31374,0,4,8860,2001,98039,47.6305,-122.24,1
1941400080,20141020T000000,277000,1610,11920,0,0,1110,1968,98032,47.3683,-122.279,0
9524100207,20150130T000000,245000,690,1058,0,0,690,2005,98103,47.6951,-122.343,0
3975400085,20140624T000000,850000,3330,4000,0,0,1790,1958,98103,47.6559,-122.344,0
1952000150,20140506T000000,530000,2910,9636,0,0,1690,1964,98008,47.5803,-122.119,0
3830630310,20140725T000000,260000,1670,5797,0,0,1670,1988,98030,47.3505,-122.179,0
2061800045,20150122T000000,435000,2270,11970,0,0,1470,1964,98011,47.7722,-122.204,0
2377000040,20141218T000000,288000,1410,40500,0,0,1410,1961,98092,47.3199,-122.1,0
3566800125,20150330T000000,425000,1250,5880,0,0,900,1948,98117,47.6908,-122.391,0
8813400155,20141219T000000,808000,3460,4600,0,0,2860,1987,98105,47.6617,-122.289,0
5448300150,20150105T000000,550000,1950,26500,0,0,1570,1965,98006,47.5784,-122.179,0
1853000300,20150224T000000,875000,3270,39586,0,0,3270,1988,98077,47.731,-122.078,1
6648500580,20150421T000000,300000,2070,7225,0,0,1690,1979,98042,47.3551,-122.148,0
1954440080,20150129T000000,532000,1830,8022,0,0,1830,1987,98074,47.6198,-122.044,0
2817910220,20141216T000000,465000,2820,39413,0,0,2820,1989,98092,47.3064,-122.1,1
9310300300,20141013T000000,411000,2860,12293,0,0,1430,1947,98133,47.7385,-122.348,0
2883200775,20141113T000000,799000,1510,4178,0,0,1510,1902,98103,47.6849,-122.335,0
8074200080,20150213T000000,305000,1430,12430,0,0,1430,1957,98056,47.4903,-122.178,0
203900920,20140715T000000,340000,1130,9879,0,0,1130,1996,98053,47.635,-121.964,0
3449850050,20140620T000000,420000,2630,3149,0,0,1670,2013,98056,47.5065,-122.171,0
8682231110,20140609T000000,579000,1870,6275,0,0,1870,2003,98053,47.7108,-122.031,0
7856410020,20150309T000000,998160,3010,16050,0,3,1260,1976,98006,47.5643,-122.16,1
3260800030,20140811T000000,335000,2440,7632,0,0,2440,1998,98003,47.3494,-122.301,0
5210200131,20140630T000000,491950,2090,10733,0,0,1440,1958,98115,47.6971,-122.281,0
7227501369,20140610T000000,369990,1960,7133,0,0,1960,2002,98056,47.4941,-122.19,0
4055700784,20140815T000000,720000,3420,17038,0,0,3420,2007,98034,47.718,-122.241,1
1829300130,20140717T000000,795000,3160,16564,0,0,3160,1987,98074,47.6365,-122.04,1
7899800120,20140820T000000,294350,1410,5120,0,0,1210,1925,98106,47.5238,-122.355,0
9264900880,20140715T000000,263000,1790,7485,0,0,1330,1979,98023,47.3118,-122.34,0
1245001820,20150429T000000,776500,2290,10372,0,0,1510,1965,98033,47.6888,-122.199,0
3756600240,20150319T000000,379000,1140,10320,0,0,1140,1963,98034,47.7168,-122.196,0
2891100820,20140825T000000,213500,1220,6000,0,0,1220,1968,98002,47.3245,-122.209,0
3761100180,20140917T000000,1600000,2980,13341,1,4,1800,1928,98034,47.704,-122.245,0
9232400055,20140917T000000,279200,640,6350,0,0,640,1939,98117,47.6976,-122.359,0
9808700650,20150313T000000,1210000,1590,8520,0,0,1590,1980,98004,47.6477,-122.216,0
4137020360,20140722T000000,265000,1780,6527,0,0,1780,1989,98092,47.2578,-122.217,0
4037700285,20140731T000000,415000,1300,7975,0,0,1300,1958,98008,47.611,-122.122,0
4233400490,20140820T000000,262000,1680,10300,0,0,1680,1994,98010,47.314,-122.001,0
9839300285,20150412T000000,720000,2100,2200,0,0,1500,1919,98122,47.614,-122.294,0
191100250,20150320T000000,750000,2160,9525,0,0,1080,1961,98040,47.5651,-122.221,0
